"cause","effect"
"CREBBP","ONECUT1"
"CREBBP","POLR2A"
"CREBBP","PPARG"
"CREBBP","PROX1"
"CREBBP","RBBP4"
"CREBBP","SND1"
"CREBBP","SRCAP"
"CREBBP","SREBF1"
"CREBBP","SRF"
"CREBBP","TACC2"
"CREBBP","THRA"
"CREBBP","TP53"
"CREBBP","TRAM2"
"CREBBP","TRIP4"
"CRELD1","SUMO2"
"CREM","ATF1"
"CREM","CREB1"
"CREM","CREB3L1"
"CREM","CREBBP"
"CREM","KCNIP3"
"CREM","NFIL3"
"CREM","SPI1"
"CREM","TAF4"
"CRHR1","GNAI1"
"CRHR1","GNAO1"
"CRHR2","CRH"
"CRIP1","HAP1"
"CRIPT","TUBB2A"
"CRK","ATXN1"
"CRK","BCAR1"
"CRK","BUB1"
"CRK","EGFR"
"CRK","EPS15"
"CRK","GAB1"
"CRK","IRS1"
"CRK","MAP4K5"
"CRK","PLSCR1"
"CRK","PXN"
"CRK","RAPGEF1"
"CRK","REPS1"
"CRK","SH3BP1"
"CRK","SHC1"
"CRK","SOS1"
"CRK","WEE1"
"CRK","XPO1"
"CRKL","ABL1"
"CRKL","BLNK"
"CRKL","CBL"
"CRKL","CD34"
"CRKL","CRK"
"CRKL","EVL"
"CRKL","GAB1"
"CRKL","INSR"
"CRKL","KIDINS220"
"CRKL","LYN"
"CRKL","MAP4K1"
"CRKL","MAP4K5"
"CRKL","PIK3R1"
"CRKL","PIK3R2"
"CRKL","PXN"
"CRKL","RAPGEF1"
"CRMP1","ANXA7"
"CRMP1","BID"
"CRMP1","CCDC106"
"CRMP1","CCL18"
"CRMP1","CDK5RAP2"
"CRMP1","DDX18"
"CRMP1","FXR1"
"CRMP1","HNRNPH1"
"CRMP1","HNRNPUL1"
"CRMP1","MAPK8IP2"
"CRMP1","MCM3AP"
"CRMP1","NAT9"
"CRMP1","PAFAH1B3"
"CRMP1","RPA2"
"CRMP1","RPS6KA5"
"CRMP1","SNRPG"
"CRMP1","TK1"
"CRMP1","UBE2B"
"CRP","FN1"
"CRP","GP6"
"CRP","HIST1H1A"
"CRP","HIST1H2AL"
"CRX","CREBBP"
"CRX","NRL"
"CRY1","MDFI"
"CRY1","PER2"
"CRY1","PER3"
"CRYAB","BCL2L1"
"CRYAB","HSPB1"
"CSAD","ANXA7"
"CSAD","CDKN1A"
"CSAD","RAP1B"
"CSAD","TK1"
"CSE1L","KPNA6"
"CSE1L","TMEM62"
"CSF1","GAB3"
"CSF1","TNF"
"CSF1R","GRB2"
"CSF1R","LYN"
"CSF1R","PIK3R1"
"CSF1R","PIK3R2"
"CSF1R","RASA1"
"CSF1R","SHC1"
"CSF1R","SOCS1"
"CSF2RA","CHUK"
"CSF2RA","IKBKB"
"CSF2RB","FES"
"CSF2RB","GNB2L1"
"CSF2RB","LYN"
"CSF2RB","PRKCB"
"CSF2RB","SHC1"
"CSF2RB","YWHAZ"
"CSF3R","CISH"
"CSF3R","FTH1"
"CSF3R","JAK1"
"CSF3R","SHC1"
"CSF3R","SOCS3"
"CSK","GSN"
"CSK","HCK"
"CSK","HNRNPK"
"CSK","MAPK15"
"CSK","PTPN12"
"CSK","PTPN18"
"CSK","RB1"
"CSNK1A1","ADAP1"
"CSNK1A1","CTNNB1"
"CSNK1A1","KPNB1"
"CSNK1A1","MDM4"
"CSNK1A1","RCC1"
"CSNK1A1","SLC18A2"
"CSNK1D","DVL3"
"CSNK1E","PER1"
"CSNK1E","PER3"
"CSNK1E","ZMYND8"
"CSNK1G2","C2orf44"
"CSNK2A1","ACAT2"
"CSNK2A1","AIP"
"CSNK2A1","APEX1"
"CSNK2A1","BDP1"
"CSNK2A1","CDC37"
"CSNK2A1","CTDP1"
"CSNK2A1","DVL3"
"CSNK2A1","ERH"
"CSNK2A1","HDAC2"
"CSNK2A1","HNRNPA2B1"
"CSNK2A1","HNRNPC"
"CSNK2A1","NAP1L4"
"CSNK2A1","NCL"
"CSNK2A1","NOLC1"
"CSNK2A1","PIN4"
"CSNK2A1","RPL5"
"CSNK2A1","SUB1"
"CSNK2A1","TOP1"
"CSNK2A1","XRCC1"
"CSNK2A2","CDC37"
"CSNK2A2","CTDP1"
"CSNK2A2","ERH"
"CSNK2A2","GTF2A1"
"CSNK2A2","IL16"
"CSNK2A2","SMURF1"
"CSNK2A2","TCOF1"
"CSNK2B","ADD1"
"CSNK2B","ARAF"
"CSNK2B","BCCIP"
"CSNK2B","BID"
"CSNK2B","CCDC115"
"CSNK2B","CDC25B"
"CSNK2B","CDC34"
"CSNK2B","CHEK1"
"CSNK2B","CPNE7"
"CSNK2B","CPSF3L"
"CSNK2B","EIF5"
"CSNK2B","FIBP"
"CSNK2B","FKBP3"
"CSNK2B","GADD45GIP1"
"CSNK2B","LYST"
"CSNK2B","MGEA5"
"CSNK2B","MTIF2"
"CSNK2B","NRBP1"
"CSNK2B","PIN1"
"CSNK2B","RFC1"
"CSNK2B","RNF126"
"CSNK2B","RPL13"
"CSNK2B","STK16"
"CSNK2B","TOP2B"
"CSNK2B","USO1"
"CSNK2B","WDR1"
"CSNK2B","WDR18"
"CSPG4","ATF7IP"
"CST3","PDPK1"
"CSTA","CTSL1"
"CSTA","PTN"
"CSTB","CTSL1"
"CSTF2","IKBKAP"
"CSTF2","SUB1"
"CTBP1","CBX4"
"CTBP1","CTBP2"
"CTBP1","EP300"
"CTBP1","HDAC1"
"CTBP1","HDAC2"
"CTBP1","RB1"
"CTBP1","RBBP5"
"CTCF","HMGB1"
"CTCF","POLR2A"
"CTDP1","ERH"
"CTDP1","GTF2F1"
"CTDP1","POLR2A"
"CTDP1","POLR2B"
"CTDP1","SNRNP70"
"CTDP1","TCEA1"
"CTDSP1","LDB1"
"CTGF","HSPG2"
"CTLA4","PPP2R5A"
"CTNNA1","CTBP1"
"CTNNA1","CTNNB1"
"CTNNAL1","NEK1"
"CTNNB1","AXIN2"
"CTNNB1","BOC"
"CTNNB1","BTRC"
"CTNNB1","CBY1"
"CTNNB1","CDH3"
"CTNNB1","CDK6"
"CTNNB1","CSNK2A1"
"CTNNB1","DSC3"
"CTNNB1","DVL1"
"CTNNB1","DVL3"
"CTNNB1","EP300"
"CTNNB1","PIN1"
"CTNNB1","PKP2"
"CTNNB1","PTPN14"
"CTNNB1","RUVBL1"
"CTNNB1","TBL1X"
"CTNNB1","TRIP10"
"CTNNB1","ZFYVE9"
"CTNNBIP1","CTNNB1"
"CTNNBL1","STAMBP"
"CTNND2","ERBB2IP"
"CTNND2","PSEN2"
"CTNND2","TTR"
"CTR9","BLK"
"CTSB","ANXA2"
"CTSB","ANXA7"
"CTSB","CDKN1A"
"CTSB","CST3"
"CTSB","CSTB"
"CTSB","CTSD"
"CTSB","FAM118B"
"CTSB","MARCKS"
"CTSB","S100A10"
"CTSB","SLPI"
"CTSB","SPHK1"
"CTSC","CTSL1"
"CTSD","CST3"
"CTSD","CSTB"
"CTSD","CTSB"
"CTSD","PSAP"
"CTSG","AGT"
"CTSG","GP1BA"
"CTSK","FGFR3"
"CTSK","SERPINB13"
"CTSK","SPARC"
"CTSL1","EED"
"CTSS","CST3"
"CTSS","SLPI"
"CTTN","CHD3"
"CTTN","HAX1"
"CTTN","MYLK"
"CTTN","WASL"
"CUL1","CAND1"
"CUL2","CAND1"
"CUL3","CAND1"
"CUL3","RBX1"
"CUL4A","RBX1"
"CUL5","COPS2"
"CUL5","COPS4"
"CUL5","COPS5"
"CUL5","COPS6"
"CUL5","COPS7A"
"CUL5","RBX1"
"CUX1","CREBBP"
"CUX1","EHMT2"
"CXCL10","DPP4"
"CXCL10","IGFBP7"
"CXCL10","VCAN"
"CXCL11","DPP4"
"CXCL13","CCL21"
"CXCL9","DPP4"
"CXCR3","PF4"
"CXCR4","ARRB2"
"CXCR4","CD4"
"CXCR4","CXCL12"
"CXCR4","JAK1"
"CXCR4","PTPRC"
"CXCR4","SOCS3"
"CXCR4","VAV1"
"CXCR5","CXCL13"
"CYBA","NCF4"
"CYBB","NCF4"
"CYCS","SAFB"
"CYTH1","ARFRP1"
"CYTH2","ARFGAP1"
"CYTH2","CCDC120"
"CYTH2","MAPK6"
"CYTH3","CALCOCO1"
"DAB1","APLP1"
"DAB1","APLP2"
"DAB1","APP"
"DAB1","CRKL"
"DAB1","DAB2IP"
"DAB1","PAFAH1B1"
"DAB1","RELN"
"DAB1","SRC"
"DAB2","DIP2A"
"DAB2","DVL3"
"DAB2","PIN1"
"DAB2","SH3KBP1"
"DAB2","SMURF2"
"DAB2","TGFBR1"
"DAB2IP","PLCB3"
"DACH1","EYA1"
"DACH1","SIN3A"
"DAG1","LAMA5"
"DAG1","SHC1"
"DAG1","SRC"
"DAG1","WWP1"
"DAG1","WWP2"
"DALRD3","TK1"
"DAP3","HSP90AA1"
"DAPK1","MAPK3"
"DAPK1","STX1A"
"DAPK3","AATF"
"DARC","CXCL1"
"DARC","CXCL5"
"DARS","PIK3R3"
"DAXX","HDAC2"
"DAXX","HDAC3"
"DAXX","SLC2A4"
"DAXX","SUMO1"
"DAZAP2","CDK4"
"DAZAP2","NEDD4"
"DAZAP2","RBPMS"
"DAZAP2","TLE1"
"DBF4","CDC7"
"DBF4","MCM3"
"DBF4","MEN1"
"DBI","RAD23B"
"DBN1","MAP1LC3B"
"DBP","TEF"
"DCC","SIAH2"
"DCK","MED19"
"DCN","COL2A1"
"DCN","COL4A1"
"DCN","COL4A5"
"DCN","EGFR"
"DCN","FBN1"
"DCN","FLNA"
"DCN","FN1"
"DCN","MMP3"
"DCN","THBS1"
"DCN","TNF"
"DCP1A","PNRC2"
"DCP1A","YWHAG"
"DCP2","DCP1A"
"DCTN1","APEX1"
"DCTN1","CDC37"
"DCTN1","HAP1"
"DCTN1","PFDN1"
"DCTN1","VIM"
"DCTN2","GOLM1"
"DCTN2","MAPK6"
"DCTN2","RPGR"
"DCX","AP1M1"
"DDB1","CUL4A"
"DDB1","SKP2"
"DDIT3","CEBPG"
"DDIT3","CREB3"
"DDIT3","FOS"
"DDIT3","FOSL1"
"DDIT3","MAFG"
"DDR1","COL2A1"
"DDR1","RGS2"
"DDR2","COL3A1"
"DDR2","SRC"
"DDX1","CSTF2"
"DDX17","SF1"
"DDX18","INADL"
"DDX20","HDAC2"
"DDX20","SIN3A"
"DDX24","EIF3E"
"DDX24","EIF4A2"
"DDX24","HSP90AB1"
"DDX24","PTPN23"
"DDX24","TPI1"
"DDX5","DDX17"
"DDX5","IKBKB"
"DEDD","DEDD2"
"DEDD","GTF3C1"
"DEF6","BEGAIN"
"DEF6","RAC2"
"DEK","AP2A1"
"DES","PKD1"
"DFFA","YWHAG"
"DFNB31","CASK"
"DFNB31","MYO15A"
"DFNB31","MYO7A"
"DGCR2","SMURF2"
"DGKD","HAX1"
"DGKZ","MAPK6"
"DGKZ","RB1"
"DGKZ","RBL1"
"DHFR","FKBP1A"
"DHFR","HSPD1"
"DHFR","TOMM20"
"DHH","PTCH1"
"DHRS1","MDFI"
"DHX9","DDX20"
"DHX9","GTF2B"
"DHX9","PCNA"
"DHX9","POLR2A"
"DIABLO","UFM1"
"DIAPH2","NCKIPSD"
"DIS3","EXOSC5"
"DIS3","EXOSC8"
"DIS3","EXOSC9"
"DIS3L2","COPS6"
"DISC1","EIF3H"
"DISC1","PCNT"
"DISC1","YWHAG"
"DKC1","MAPK6"
"DKK1","MDFI"
"DLEU1","ARL8B"
"DLEU1","MED31"
"DLEU1","PSMA1"
"DLEU1","SETDB1"
"DLEU1","TLE1"
"DLG1","ADAM17"
"DLG1","BEGAIN"
"DLG1","CALM2"
"DLG1","CAMK2A"
"DLG1","CTNNA1"
"DLG1","DLGAP4"
"DLG1","EPB41"
"DLG1","GDA"
"DLG1","GRIA1"
"DLG1","GRIK2"
"DLG1","GUCY1A2"
"DLG1","KCNA1"
"DLG1","KCNA3"
"DLG1","KCNA4"
"DLG1","KIF13B"
"DLG1","LRP2"
"DLG1","LRRC1"
"DLG1","MAPK12"
"DLG1","MYO6"
"DLG1","PTEN"
"DLG1","SCN4A"
"DLG1","SEMA4C"
"DLG1","TANC1"
"DLG2","ATP2B2"
"DLG2","DLGAP1"
"DLG2","GRIN2A"
"DLG2","KCNJ4"
"DLG2","LIN7A"
"DLG2","LRP2"
"DLG3","ABCA1"
"DLG3","ATP2B4"
"DLG3","CALM1"
"DLG3","DLGAP4"
"DLG3","GLS2"
"DLG3","GRIN2C"
"DLG3","KIF1B"
"DLG3","LIN7A"
"DLG3","MAPK12"
"DLG3","PTK2B"
"DLG3","SYNGAP1"
"DLG4","BEGAIN"
"DLG4","CACNG2"
"DLG4","CRIPT"
"DLG4","DYNLL1"
"DLG4","ERBB2IP"
"DLG4","ERBB4"
"DLG4","GRIN2C"
"DLG4","HGS"
"DLG4","KCNJ10"
"DLG4","KCNJ2"
"DLG4","LIN7B"
"DLG4","LRRC1"
"DLG4","MAPK12"
"DLG4","NOS1"
"DLG4","SEMA4C"
"DLG4","SIPA1L1"
"DLG4","SYNGAP1"
"DLG4","TANC1"
"DLG4","ZDHHC17"
"DLG5","SORBS3"
"DLGAP1","GRIN2C"
"DLGAP2","NOS1"
"DLGAP4","SORBS2"
"DLGAP5","BTRC"
"DLGAP5","TRIM37"
"DLK1","IRAK1"
"DLL1","NOTCH1"
"DLL4","NOTCH1"
"DLST","ARIH2"
"DLST","FLII"
"DLX5","SPEN"
"DMAP1","HDAC2"
"DMD","DGKZ"
"DMD","DTNB"
"DMD","KRT19"
"DMD","KRT8"
"DMD","UTRN"
"DMPK","ANXA7"
"DNAJA3","TRAF1"
"DNAJB1","FANCC"
"DNAJB1","HSPA1A"
"DNAJB1","HSPA8"
"DNAJB1","PTGES3"
"DNAJB11","CEP70"
"DNAJB9","TCERG1"
"DNAJC1","SERPINA3"
"DNAJC13","DNAJB11"
"DNAJC3","DNAJB1"
"DNAJC3","EIF2AK3"
"DNAJC3","HSPA1A"
"DNAJC7","RAD1"
"DNAJC7","SMURF1"
"DNALI1","HTT"
"DNM1","BIN1"
"DNM1","KIAA1377"
"DNM1","PIAS1"
"DNM1","PIN4"
"DNM1","TIMM50"
"DNM2","ATXN3"
"DNM2","CCDC90B"
"DNM2","CCT7"
"DNM2","DNM1"
"DNM2","DOCK8"
"DNM2","EIF3L"
"DNM2","EPS15"
"DNM2","HMGB1"
"DNM2","LENG8"
"DNM2","MPHOSPH6"
"DNM2","MPP6"
"DNM2","NAP1L1"
"DNM2","SH3GLB1"
"DNM2","SNX9"
"DNM2","SPRY2"
"DNM2","ZFAND6"
"DNMT1","DNMT3B"
"DNMT1","HDAC1"
"DNMT1","RB1"
"DNMT1","SUV39H1"
"DNMT1","TRIM27"
"DNMT3A","SUV39H1"
"DNMT3B","HDAC2"
"DNMT3B","TSC22D1"
"DNMT3L","DNMT3A"
"DNMT3L","DNMT3B"
"DNPEP","ADAMTSL4"
"DNPEP","MDFI"
"DOCK2","CRKL"
"DOCK2","VAV1"
"DOCK7","ANXA7"
"DOCK7","TK1"
"DOK1","CRKL"
"DOK1","FES"
"DOK1","FYN"
"DOK1","HCK"
"DOK1","INSR"
"DOK1","LYN"
"DOK1","MAP4K4"
"DOK2","EGFR"
"DOK2","LCK"
"DOK2","RASA1"
"DOK4","RASA1"
"DOK4","SRC"
"DOM3Z","EXOSC4"
"DOM3Z","UPF1"
"DPYSL2","TUBB"
"DPYSL4","DPYSL2"
"DPYSL4","SH3GL2"
"DRAP1","DR1"
"DRAP1","FOXH1"
"DRAP1","TAF9"
"DRD1","ADORA1"
"DRD1","EPB41L2"
"DRD2","CADPS2"
"DRD2","GIPC1"
"DRD2","GNAI2"
"DRD2","GNAI3"
"DRD2","GNAZ"
"DRD2","KCNJ6"
"DRD2","KCNJ9"
"DRD2","NSF"
"DRD2","PPP1R9B"
"DRD3","EEF1G"
"DRD3","EPB41L2"
"DRD3","GIPC1"
"DRD3","GNAI1"
"DRD3","MPDZ"
"DRD4","GABRA1"
"DRD4","KCNJ9"
"DRD4","NCK1"
"DRD5","GNA13"
"DRD5","GNAZ"
"DSG3","CASP3"
"DSG3","JUP"
"DSN1","CBX3"
"DSN1","PMF1"
"DST","ERBB2IP"
"DST","KRT5"
"DST","PRKD2"
"DSTN","TESK2"
"DTNBP1","CCND3"
"DTX1","EP300"
"DTX2","NOTCH1"
"DTX3L","UBE2D1"
"DUSP1","MAPK3"
"DUSP10","MAPK10"
"DUSP10","MAPK14"
"DUSP10","MAPK8"
"DUSP13","CCDC85B"
"DUSP16","MAPK11"
"DUSP16","MAPK9"
"DUSP23","C10orf137"
"DUSP23","DBI"
"DUSP23","DBN1"
"DUSP23","EED"
"DUSP23","KBTBD7"
"DUSP23","KIAA1377"
"DUSP23","TMOD3"
"DUSP3","MAPK1"
"DUSP4","MAPK3"
"DUSP4","MAPK8"
"DUSP9","MAPK3"
"DVL1","ANXA7"
"DVL1","BRD7"
"DVL1","CSNK1D"
"DVL1","CSNK1E"
"DVL1","DVL3"
"DVL2","ATN1"
"DVL2","BAHD1"
"DVL2","CSNK1E"
"DVL2","MCRS1"
"DVL2","PCBD1"
"DVL2","POLI"
"DVL2","PRPF3"
"DVL2","SNIP1"
"DVL2","SORBS3"
"DVL2","U2AF2"
"DVL3","CSNK1D"
"DVL3","RPS10"
"DYNC1H1","FAM46A"
"DYNC1H1","YWHAG"
"DYNC1I2","DCTN1"
"DYNLL1","DNAJB9"
"DYNLL1","LDHA"
"DYNLL1","MARK3"
"DYNLL2","EWSR1"
"DYNLL2","HOMER3"
"DYNLT1","AP3B1"
"DYNLT1","DVL1"
"DYNLT1","DVL2"
"DYNLT1","PLA2G4A"
"DYNLT3","TESC"
"DYNLT3","VDAC1"
"DYRK1B","MAP2K3"
"DYRK1B","MAPK1"
"DYRK1B","MAPK14"
"DYRK1B","PCBD1"
"E2F1","ARID3A"
"E2F1","BRD2"
"E2F1","CEBPE"
"E2F1","E2F6"
"E2F1","NCOA6"
"E2F1","RB1"
"E2F1","SP4"
"E2F1","TFDP1"
"E2F1","TRRAP"
"E2F2","ARID3A"
"E2F2","RYBP"
"E2F2","TFDP1"
"E2F3","RB1"
"E2F3","RYBP"
"E2F3","SP1"
"E2F3","TFDP2"
"E2F3","YY1"
"E2F4","RBL2"
"E2F4","TFDP1"
"E2F4","TFDP2"
"E2F5","TFDP1"
"E2F6","RING1"
"E4F1","CDKN2A"
"E4F1","RB1"
"EAPP","UBE3A"
"EBI3","MDFI"
"ECH1","EEF1G"
"ECH1","PAFAH1B3"
"ECT2","KLHL20"
"ECT2","PLK1"
"ECT2","RHOG"
"EDA2R","TRAF6"
"EDAR","MAP3K14"
"EDAR","TRAF2"
"EDN1","ECE1"
"EDN1","KEL"
"EDN3","CMA1"
"EDNRB","CAV1"
"EDNRB","EDN1"
"EDNRB","GRK6"
"EDNRB","NOS3"
"EEA1","RAB5C"
"EEA1","STX12"
"EEA1","USO1"
"EED","FHL1"
"EED","HDAC2"
"EED","HDAC3"
"EEF1A1","ANXA7"
"EEF1A1","BRMS1"
"EEF1A1","COX17"
"EEF1A1","EXOSC4"
"EEF1A1","GADD45A"
"EEF1A1","GADD45G"
"EEF1A1","LAMA4"
"EEF1A1","POLE2"
"EEF1A1","POLR2C"
"EEF1A1","RFC5"
"EEF1A1","RNF10"
"EEF1A1","RPA2"
"EEF1A1","RPLP1"
"EEF1A1","TMPRSS3"
"EEF1A1","TMSB4X"
"EEF1A1","TPT1"
"EEF1A1","YWHAG"
"EEF1A2","MAPK6"
"EEF1B2","ULK2"
"EEF1D","ASCC2"
"EEF1D","CTBP1"
"EEF1D","CTBP2"
"EEF1D","TPT1"
"EEF1D","VARS"
"EEF1G","AKT1"
"EEF1G","C1orf174"
"EEF1G","CCDC106"
"EEF1G","CCT7"
"EEF1G","CRELD1"
"EEF1G","DKC1"
"EEF1G","EEF1D"
"EEF1G","FEN1"
"EEF1G","GADD45A"
"EEF1G","GADD45G"
"EEF1G","GSTO1"
"EEF1G","HARS"
"EEF1G","HDAC5"
"EEF1G","ILF2"
"EEF1G","KARS"
"EEF1G","NADK"
"EEF1G","OGFOD2"
"EEF1G","PTPN4"
"EEF1G","RECQL5"
"EEF1G","RGL2"
"EEF1G","YWHAG"
"EEF2K","MAPK14"
"EEF2K","MAPK8"
"EEF2K","MAPKAPK2"
"EEF2K","RPS6KA1"
"EFEMP2","ATXN1"
"EFEMP2","CCND3"
"EFEMP2","PLSCR4"
"EFEMP2","SGTB"
"EFNA1","ADAM10"
"EFNA1","PPBP"
"EFNA2","ADAM10"
"EFNB1","PTPN13"
"EFNB1","SORBS1"
"EFNB1","TIAM1"
"EFNB2","EPHB2"
"EFNB2","GRM5"
"EFNB2","HOMER1"
"EFNB2","SDCBP"
"EFNB2","SRC"
"EFS","HCK"
"EFS","SORBS3"
"EGF","ADAM12"
"EGF","EGFR"
"EGF","GRB2"
"EGF","PIK3R2"
"EGFR","AREG"
"EGFR","ATP1B1"
"EGFR","ATP5C1"
"EGFR","CALM1"
"EGFR","CALM2"
"EGFR","CALM3"
"EGFR","CAMK2A"
"EGFR","CAMK2G"
"EGFR","CASP1"
"EGFR","CBLB"
"EGFR","CRK"
"EGFR","ERRFI1"
"EGFR","GRB7"
"EGFR","HTT"
"EGFR","PIK3R1"
"EGFR","PITPNA"
"EGFR","PKIA"
"EGFR","PLD1"
"EGFR","PRKD1"
"EGFR","PTK2"
"EGFR","PTPN2"
"EGFR","S100A7"
"EGFR","SCAMP1"
"EGFR","SH2D3A"
"EGFR","SNRPD2"
"EGFR","SOS1"
"EGFR","TNK2"
"EGFR","UBB"
"EGFR","VAV1"
"EGFR","YWHAZ"
"EGFR","ZNF259"
"EGR1","CREBBP"
"EGR1","NAB2"
"EHD2","SLC2A4"
"EID1","EP300"
"EID1","RB1"
"EID1","TRIM27"
"EID2","EP300"
"EID2","HDAC1"
"EID2","HDAC2"
"EIF2AK1","EIF2S1"
"EIF2AK2","GIT2"
"EIF2AK2","IKBKB"
"EIF2AK2","MAP3K7"
"EIF2AK2","METAP2"
"EIF2AK2","NPM1"
"EIF2AK2","PPP1CA"
"EIF2AK2","PPP2R5A"
"EIF2AK2","PRKRA"
"EIF2AK2","PTGES3"
"EIF2B1","EIF2S2"
"EIF2B2","CCT3"
"EIF2B2","EIF2B3"
"EIF2B3","GOLM1"
"EIF2B5","CSNK2A1"
"EIF2B5","GSK3A"
"EIF2S1","EIF2B3"
"EIF2S1","MELK"
"EIF2S2","APLP1"
"EIF2S2","CCDC90B"
"EIF2S2","CSNK2A1"
"EIF2S2","EIF2B3"
"EIF2S2","EIF2S1"
"EIF2S2","EIF4G2"
"EIF2S2","TLE1"
"EIF3B","EIF3G"
"EIF3B","EIF3I"
"EIF3B","EIF3J"
"EIF3D","EIF3L"
"EIF3E","COPS6"
"EIF3E","COPS8"
"EIF3E","EIF3L"
"EIF3E","EIF4ENIF1"
"EIF3E","HAP1"
"EIF3F","DKC1"
"EIF3F","HAX1"
"EIF3G","EIF3H"
"EIF3G","EIF3K"
"EIF3G","GADD45G"
"EIF3G","MPHOSPH6"
"EIF3G","MPP6"
"EIF3G","TK1"
"EIF3H","EIF3K"
"EIF3J","EIF3K"
"EIF3J","SIAH1"
"EIF3K","CCND3"
"EIF3K","EIF3L"
"EIF4A2","EIF4G1"
"EIF4EBP1","CSNK2A1"
"EIF4EBP1","MAPK14"
"EIF4EBP1","MAPKAPK5"
"EIF4EBP1","MVD"
"EIF4G2","EIF4E"
"EIF4G3","EIF4E"
"EIF6","HIP1"
"EIF6","PDHA1"
"EIF6","PLK1"
"EIF6","TK1"
"EIF6","WFS1"
"ELAC2","RING1"
"ELF3","CREBBP"
"ELF3","EP300"
"ELK1","FOS"
"ELK1","SRF"
"ELK3","ID2"
"ELL","POLR2A"
"ELMO1","DOCK1"
"EMCN","OSGEP"
"EMD","BANF1"
"EMD","COPS6"
"EMG1","SLC25A38"
"EMILIN1","NMI"
"EML4","ARIH2"
"EN1","PAX6"
"ENAH","APBB1"
"ENAH","FAT1"
"ENAH","FYB"
"ENAH","GPHN"
"ENAH","TES"
"ENAH","ZYX"
"ENC1","RB1"
"ENG","ACVR1"
"ENG","ACVR2A"
"ENG","INHBA"
"ENG","TGFB2"
"ENG","TGFBR2"
"ENO2","ENSA"
"ENO2","HABP4"
"ENO2","HK1"
"ENO2","MAP4"
"ENO2","TUBA1A"
"EP300","CHD4"
"EP300","CITED2"
"EP300","CTBP1"
"EP300","KAT2A"
"EP300","NAP1L4"
"EP300","RB1"
"EP300","SET"
"EP300","SS18"
"EP300","SS18L1"
"EP300","SUB1"
"EP300","TACC2"
"EP300","UBE2I"
"EP400","TBC1D4"
"EP400","TRRAP"
"EPAS1","ARNT"
"EPAS1","EP300"
"EPB41","FKBP2"
"EPB41","GDI1"
"EPB41","GYPC"
"EPB41","KHDRBS1"
"EPB41","NUMA1"
"EPB41","PRKCB"
"EPB41","SPTAN1"
"EPB41L1","YWHAQ"
"EPB41L2","FKBP2"
"EPB41L2","GRIA1"
"EPB41L2","NUMA1"
"EPB41L2","PLCG2"
"EPB41L2","SPTAN1"
"EPB41L3","YWHAH"
"EPB41L3","YWHAQ"
"EPB42","EPB41"
"EPB42","SPTAN1"
"EPB49","ACTB"
"EPB49","EPB42"
"EPB49","PRKACA"
"EPB49","PTOV1"
"EPB49","SPTB"
"EPHA1","SMURF2"
"EPHA2","CBL"
"EPHA2","CDH5"
"EPHA2","PTK2"
"EPHA2","TIAM1"
"EPHA3","EFNA2"
"EPHA3","EFNB2"
"EPHA3","RUFY1"
"EPHA3","RUFY2"
"EPHA4","ARHGEF15"
"EPHA4","EFNA4"
"EPHA4","EFNB3"
"EPHA4","FGFR1"
"EPHA4","NGEF"
"EPHA5","EFNA4"
"EPHA7","EFNA1"
"EPHA8","EFNA4"
"EPHA8","FYN"
"EPHA8","PIK3CG"
"EPHB1","EFNB1"
"EPHB1","EFNB2"
"EPHB2","AQP1"
"EPHB2","ARHGEF6"
"EPHB2","KALRN"
"EPHB2","PTK2"
"EPHB2","RASA1"
"EPHB2","RRAS"
"EPHB2","SRC"
"EPHB3","EFNB3"
"EPHB4","EFNB2"
"EPHB6","CRKL"
"EPHB6","GRB2"
"EPHB6","HDHD2"
"EPN1","EPS15"
"EPN1","MED31"
"EPOR","CISH"
"EPOR","GAB1"
"EPOR","GAB2"
"EPOR","IRS2"
"EPOR","JAK2"
"EPOR","MAPK3"
"EPOR","MST1R"
"EPOR","PLCG2"
"EPOR","SH2B2"
"EPOR","VAV1"
"EPS15","EPN2"
"EPS15","HGS"
"EPS15","NEDD4"
"EPS8","C8orf33"
"EPS8","DNALI1"
"ERBB2","ERBB2IP"
"ERBB2","GRB7"
"ERBB2","HSP90AA1"
"ERBB2","IL6ST"
"ERBB2","PAK1"
"ERBB2","PICK1"
"ERBB2","PIK3R2"
"ERBB2","PLCG1"
"ERBB2","PTPN18"
"ERBB2","SHC1"
"ERBB2","SRC"
"ERBB2","TOB1"
"ERBB2IP","PKP4"
"ERBB3","CDK5"
"ERBB3","EGF"
"ERBB3","EGFR"
"ERBB3","ERBB2"
"ERBB3","GRB7"
"ERBB3","IL6ST"
"ERBB3","ODF2L"
"ERBB3","PIK3R1"
"ERBB3","PTK2"
"ERBB3","PTK6"
"ERBB3","SHC1"
"ERBB4","TGFA"
"ERCC2","ERCC3"
"ERCC3","GTF2H4"
"ERCC3","PSMC5"
"ERCC6","GTF2E2"
"ERCC8","GTF2H2"
"ERH","SETDB1"
"ERN1","COPS5"
"ESR1","AR"
"ESR1","BCAS2"
"ESR1","BRCA1"
"ESR1","CCNT1"
"ESR1","CDK7"
"ESR1","CHD9"
"ESR1","CITED1"
"ESR1","COPS5"
"ESR1","CREBBP"
"ESR1","DDX54"
"ESR1","DNTTIP2"
