"cause","effect"
"CSNK1A1","MDM4"
"CSNK1D","AKAP9"
"CSNK1D","DVL3"
"CSNK1D","PER1"
"CSNK1D","PER2"
"CSNK1D","PER3"
"CSNK1E","PER1"
"CSNK1E","PER2"
"CSNK1E","PER3"
"CSNK1E","RBX1"
"CSNK1E","ZMYND8"
"CSNK1G2","C2orf44"
"CSNK2A1","APEX1"
"CSNK2A1","BDP1"
"CSNK2A1","CDC25B"
"CSNK2A1","CDC37"
"CSNK2A1","CDKN1A"
"CSNK2A1","HDAC2"
"CSNK2A1","NOLC1"
"CSNK2A1","SUB1"
"CSNK2A1","TOP1"
"CSNK2A2","CLTB"
"CSNK2A2","CTDP1"
"CSNK2A2","ERH"
"CSNK2A2","FKBP3"
"CSNK2A2","GTF2A1"
"CSNK2A2","HDAC2"
"CSNK2A2","HNRNPC"
"CSNK2A2","MAPK14"
"CSNK2A2","NAP1L4"
"CSNK2A2","NCL"
"CSNK2A2","PIN4"
"CSNK2A2","PPP1R8"
"CSNK2A2","SMURF1"
"CSNK2A2","TCOF1"
"CSNK2B","ABHD4"
"CSNK2B","ADD1"
"CSNK2B","ARAF"
"CSNK2B","CDC34"
"CSNK2B","CDKN1A"
"CSNK2B","CSNK2A1"
"CSNK2B","CTNNB1"
"CSNK2B","EIF2S2"
"CSNK2B","FAF1"
"CSNK2B","FIBP"
"CSNK2B","GADD45GIP1"
"CSNK2B","LYST"
"CSNK2B","MGEA5"
"CSNK2B","NAP1L1"
"CSNK2B","NMT2"
"CSNK2B","NOLC1"
"CSNK2B","STAU1"
"CSNK2B","STK16"
"CSNK2B","SUMO2"
"CSNK2B","TLE1"
"CSNK2B","TOP2B"
"CSNK2B","TP53BP2"
"CSNK2B","USO1"
"CSNK2B","UTP14A"
"CSNK2B","WDR1"
"CSNK2B","WDR18"
"CSRP2BP","CSRP2"
"CST7","CTSL1"
"CSTA","CTSL1"
"CSTA","PTN"
"CSTF2","CHD3"
"CSTF2","IKBKAP"
"CSTF2","SUB1"
"CSTF2","SYMPK"
"CTBP1","CTBP2"
"CTBP1","ELAC2"
"CTBP1","EP300"
"CTBP1","HDAC2"
"CTBP1","RB1"
"CTBP1","RBBP5"
"CTBP1","SIN3A"
"CTBP2","BAZ2B"
"CTBP2","EP300"
"CTCF","HMGB1"
"CTCF","POLR2A"
"CTDP1","ERH"
"CTDP1","POLR2A"
"CTDP1","POLR2B"
"CTDP1","SNRNP70"
"CTDP1","TCEA1"
"CTDSP1","GTF2F1"
"CTDSP1","LDB1"
"CTGF","HSPG2"
"CTGF","NOV"
"CTNNA1","ACTN1"
"CTNNA1","CTNNB1"
"CTNNAL1","NEK1"
"CTNNB1","BOC"
"CTNNB1","CDH3"
"CTNNB1","CDK6"
"CTNNB1","CHD8"
"CTNNB1","CSNK1D"
"CTNNB1","DSC3"
"CTNNB1","DVL1"
"CTNNB1","GSK3B"
"CTNNB1","PIN1"
"CTNNB1","PTPN14"
"CTNNB1","RUVBL1"
"CTNNB1","RUVBL2"
"CTNNB1","TBL1X"
"CTNNB1","TRIP10"
"CTNNB1","ZFYVE9"
"CTNNBL1","CALCOCO1"
"CTNND2","CTNNB1"
"CTNND2","ERBB2IP"
"CTNND2","PSEN2"
"CTNND2","TTR"
"CTSB","CST3"
"CTSB","CTSD"
"CTSB","IGF1"
"CTSB","SLPI"
"CTSB","SPHK1"
"CTSC","CTSL1"
"CTSD","CST3"
"CTSD","CTSB"
"CTSD","PSAP"
"CTSG","CXCL12"
"CTSG","F5"
"CTSG","LRP1"
"CTSG","THBS1"
"CTSL1","CST3"
"CTSL1","EED"
"CTSS","CST3"
"CTSS","SLPI"
"CTTN","CTNND2"
"CUBN","LRP2"
"CUL2","CAND1"
"CUL5","COPS2"
"CUL5","COPS4"
"CUL5","COPS5"
"CUL5","RBX1"
"CUTC","NIF3L1"
"CUX1","HMGB1"
"CXCL10","VCAN"
"CXCL11","DPP4"
"CXCL12","FN1"
"CXCL13","CCL21"
"CXCL13","EEF1G"
"CXCR4","ARRB2"
"CXCR4","CD4"
"CXCR4","HSPA8"
"CXCR4","JAK1"
"CXCR4","PTK2"
"CXCR4","PTPRC"
"CXCR4","SOCS3"
"CXXC1","TBP"
"CYBB","NCF4"
"CYCS","SAFB"
"CYTH2","ARFGAP1"
"CYTH2","CCDC120"
"CYTH2","MAPK6"
"CYTH2","PRKCB"
"DAB1","CDK5"
"DAB1","CRKL"
"DAB1","RELN"
"DAB2","DIP2A"
"DAB2","DVL3"
"DAB2","PIN1"
"DAB2","SMURF2"
"DAB2","TGFBR1"
"DACH1","CREBBP"
"DACH1","EYA3"
"DACH1","NCOR1"
"DACH1","SIN3A"
"DACT1","TK1"
"DAG1","DMD"
"DAG1","MAGI1"
"DAG1","SHC1"
"DAG1","UTRN"
"DAG1","WWP1"
"DAG1","WWP2"
"DALRD3","TK1"
"DAP","SETDB1"
"DAP3","HSP90AA1"
"DAPK1","MAPK1"
"DAPK1","STX1A"
"DAPK3","CDKN1A"
"DAPK3","DAXX"
"DAPP1","MIF"
"DARS","PIK3R3"
"DAXX","HDAC2"
"DAXX","MCRS1"
"DAXX","PML"
"DAXX","SUMO1"
"DAXX","UBE2I"
"DAZAP2","AATF"
"DAZAP2","DCUN1D1"
"DAZAP2","LMO2"
"DAZAP2","MED31"
"DAZAP2","NEDD4"
"DAZAP2","RBPMS"
"DAZAP2","TLE1"
"DBF4","MCM2"
"DBF4","MCM3"
"DBF4","MEN1"
"DBI","MAP1LC3B"
"DBI","RAD23A"
"DBI","RAD23B"
"DBN1","MAP1LC3B"
"DBNL","SH2D4A"
"DBP","TEF"
"DCK","MED19"
"DCN","COL2A1"
"DCN","EGFR"
"DCN","FBN1"
"DCN","FLNA"
"DCN","FN1"
"DCN","MMP3"
"DCP2","DCP1A"
"DCTN1","CDC37"
"DCTN1","HAP1"
"DCTN1","RAB6A"
"DCTN2","GOLM1"
"DCTN2","MAPK6"
"DCTN2","MARCKSL1"
"DCTN2","RPGR"
"DCTN2","ZW10"
"DCX","AP1M1"
"DCX","CDK5"
"DDAH2","CDC73"
"DDAH2","TRIP13"
"DDAH2","ZAK"
"DDB1","SKP2"
"DDB2","HDAC1"
"DDIT3","CEBPG"
"DDIT3","CREB3"
"DDIT3","FOS"
"DDIT3","FOSL2"
"DDIT3","NFIL3"
"DDR1","COL2A1"
"DDR1","COL3A1"
"DDR1","PTPN11"
"DDR1","RGS2"
"DDR2","COL1A1"
"DDR2","COL3A1"
"DDR2","SHC1"
"DDR2","SRC"
"DDX17","SF1"
"DDX17","SORBS3"
"DDX19B","NUP214"
"DDX24","EIF3E"
"DDX24","EIF4A2"
"DDX24","EP300"
"DDX24","ITGB3BP"
"DDX24","PTPN23"
"DDX24","TRDMT1"
"DDX5","DDX17"
"DEDD","GTF3C1"
"DEK","AP2A1"
"DFFA","YWHAG"
"DFNB31","CASK"
"DFNB31","MYO15A"
"DGCR2","SMURF2"
"DGKD","HAX1"
"DGKZ","RB1"
"DGKZ","RBL2"
"DHFR","FKBP1A"
"DHFR","HSPD1"
"DHFR","TOMM20"
"DHX9","DDX20"
"DHX9","GTF2B"
"DHX9","ILF3"
"DHX9","PCNA"
"DHX9","POLR2A"
"DIABLO","EEF1A1"
"DIABLO","HTRA2"
"DIABLO","XIAP"
"DIAPH1","PKD2"
"DIS3","EXOSC8"
"DIS3","EXOSC9"
"DIS3L2","VIM"
"DISC1","PCNT"
"DKC1","MAPK6"
"DLEU1","COPS6"
"DLEU1","MED31"
"DLEU1","PSMA1"
"DLG1","ATP2B4"
"DLG1","CALM2"
"DLG1","DLGAP1"
"DLG1","ERBB4"
"DLG1","GNG13"
"DLG1","GUCY1A2"
"DLG1","KCNA1"
"DLG1","KIF13B"
"DLG1","KIF1B"
"DLG1","LRP2"
"DLG1","LRRC1"
"DLG1","MAP1A"
"DLG1","MYO6"
"DLG1","PTEN"
"DLG1","SEMA4C"
"DLG1","TANC1"
"DLG2","ATP2B4"
"DLG2","CACNG2"
"DLG2","CRIPT"
"DLG2","ERBB4"
"DLG2","GLS2"
"DLG2","GRID2"
"DLG2","GRIN1"
"DLG2","GRIN2D"
"DLG2","KCNJ4"
"DLG2","LRP2"
"DLG2","MAPK12"
"DLG2","SCN4A"
"DLG2","SEMA4C"
"DLG3","CALM1"
"DLG3","EXOC4"
"DLG3","GLS2"
"DLG3","GRIN2C"
"DLG3","LIN7A"
"DLG3","LRP2"
"DLG3","MAPK12"
"DLG3","PTK2B"
"DLG3","SCN4A"
"DLG3","SCN5A"
"DLG4","AKAP5"
"DLG4","ATP2B2"
"DLG4","ATP2B4"
"DLG4","CIT"
"DLG4","DLG3"
"DLG4","ERBB2"
"DLG4","GNG13"
"DLG4","GRIK5"
"DLG4","GRIN1"
"DLG4","GRIN2C"
"DLG4","GRIN2D"
"DLG4","HGS"
"DLG4","KCNA4"
"DLG4","KCNJ10"
"DLG4","KCNJ2"
"DLG4","KCNJ4"
"DLG4","LRP1"
"DLG4","LRRC1"
"DLG4","MAP1A"
"DLG4","MAP3K10"
"DLG4","MAPK12"
"DLG4","PRKCA"
"DLG4","SEMA4C"
"DLG4","SIPA1L1"
"DLG4","SYNGAP1"
"DLG4","ZDHHC17"
"DLG5","BTBD10"
"DLG5","CTNNB1"
"DLGAP1","APC"
"DLGAP1","GRIN2A"
"DLGAP1","SORBS2"
"DLGAP2","DLG4"
"DLGAP2","DLGAP1"
"DLGAP4","PPP1R1B"
"DLK1","IRAK1"
"DLL1","MAGI2"
"DLL1","NOTCH1"
"DLL1","PSEN1"
"DLL4","NOTCH1"
"DLX5","SPEN"
"DMAP1","HDAC2"
"DMD","DGKZ"
"DMD","DTNA"
"DMD","KRT19"
"DMD","UTRN"
"DMPK","ANXA7"
"DMPK","PPP1R12A"
"DNAJA1","ARL4D"
"DNAJA3","ATXN1"
"DNAJA3","USP7"
"DNAJB1","HSPA1A"
"DNAJB1","HSPA8"
"DNAJB1","PTGES3"
"DNAJB11","CEP70"
"DNAJB11","DDAH2"
"DNAJB11","EIF3D"
"DNAJB9","TCERG1"
"DNAJC1","SERPINA3"
"DNAJC10","MAGEA11"
"DNAJC14","LYST"
"DNAJC3","EIF2AK3"
"DNAJC7","SMURF1"
"DNASE1","ACTB"
"DNM1","CDK5"
"DNM1","FNBP1"
"DNM1","PIN4"
"DNM2","CCDC90B"
"DNM2","CCT7"
"DNM2","DNM1"
"DNM2","DOCK8"
"DNM2","EIF3L"
"DNM2","EPS15"
"DNM2","HMGB1"
"DNM2","LENG8"
"DNM2","MPHOSPH6"
"DNM2","MPP6"
"DNM2","NAP1L1"
"DNM2","RPS2"
"DNM2","RYR2"
"DNM2","SAP30"
"DNM2","SH3GLB1"
"DNM2","SNX9"
"DNM2","SPRY2"
"DNM2","ZFAND6"
"DNM3","DYNLL1"
"DNMT1","CBX1"
"DNMT1","DNMT3B"
"DNMT1","HDAC1"
"DNMT1","HDAC2"
"DNMT1","PCNA"
"DNMT3A","SUV39H1"
"DNMT3B","CBX5"
"DNMT3B","HDAC1"
"DNMT3B","MAP1LC3B"
"DNMT3B","NCAPG"
"DNMT3B","TSC22D1"
"DNMT3L","DNMT3A"
"DNPEP","ADAMTSL4"
"DNTTIP2","PCNA"
"DOCK2","CRKL"
"DOCK2","VAV1"
"DOCK3","PSEN2"
"DOCK7","ANXA7"
"DOCK7","BCL2L1"
"DOCK7","CDKN1A"
"DOCK7","TK1"
"DOK1","FYN"
"DOK1","HCK"
"DOK1","LCK"
"DOK1","LYN"
"DOK1","PLCG1"
"DOK2","EGFR"
"DOK2","KIAA1279"
"DOK2","LCK"
"DOK3","LYN"
"DOK4","IGF1R"
"DOK5","CCDC85B"
"DOM3Z","EXOSC4"
"DOM3Z","UPF1"
"DOM3Z","XRN1"
"DPP4","CPAMD8"
"DPYSL2","TUBB"
"DPYSL4","SH3GL2"
"DRAP1","FOXH1"
"DRAP1","ZEB1"
"DRD1","ADORA1"
"DRD1","COPG2"
"DRD1","DNAJC14"
"DRD1","GRIN1"
"DRD2","CADPS2"
"DRD2","GIPC1"
"DRD2","GNAI2"
"DRD2","GNAI3"
"DRD2","GNAZ"
"DRD2","KCNJ9"
"DRD2","NSF"
"DRD3","EPB41L2"
"DRD3","GIPC1"
"DRD4","KCNJ9"
"DSN1","CBX5"
"DSP","VIM"
"DST","PRKD2"
"DTNBP1","ABI3"
"DTNBP1","CCND3"
"DTX1","EP300"
"DTX1","NOTCH1"
"DTX2","HPCAL1"
"DTX2","PLSCR1"
"DTX2","UBE2D4"
"DTX2","VSNL1"
"DTX3L","UBE2D1"
"DTX3L","UBE2D3"
"DUS2L","TK1"
"DUSP1","MAPK8"
"DUSP10","MAPK11"
"DUSP10","MAPK14"
"DUSP13","CCDC85B"
"DUSP16","MAPK11"
"DUSP16","MAPK9"
"DUSP23","C10orf137"
"DUSP23","DBN1"
"DUSP23","EED"
"DUSP23","KBTBD7"
"DUSP23","KIAA1377"
"DUSP3","MAPK1"
"DUSP3","MAPK3"
"DUSP4","MAPK8"
"DVL1","ANXA7"
"DVL1","BRD7"
"DVL1","CSNK1D"
"DVL1","CSNK1E"
"DVL1","DVL3"
"DVL2","ATN1"
"DVL2","BAHD1"
"DVL2","CSNK1E"
"DVL2","MCRS1"
"DVL2","PCBD1"
"DVL2","PRPF3"
"DVL2","RBPMS"
"DVL2","SORBS3"
"DVL2","TCEB3B"
"DVL2","U2AF2"
"DVL3","CSNK1D"
"DVL3","CSNK1E"
"DVL3","PRPF3"
"DVL3","RPS10"
"DYNC1H1","FAM46A"
"DYNC1I2","DCTN1"
"DYNC1I2","PNN"
"DYNLL1","LDHA"
"DYNLL1","MARK3"
"DYNLL1","POLH"
"DYNLL1","VIM"
"DYNLL2","EWSR1"
"DYNLT1","AP3B1"
"DYNLT1","DVL1"
"DYNLT1","DVL2"
"DYNLT1","DYNC1I1"
"DYNLT3","DYNC1I2"
"DYNLT3","DYNLT1"
"DYNLT3","TESC"
"DYRK1B","MAPK14"
"DYRK1B","MBP"
"E2F1","CCNA2"
"E2F1","CDK7"
"E2F1","CEBPE"
"E2F1","CUL1"
"E2F1","RB1"
"E2F1","TFDP2"
"E2F1","TP53BP1"
"E2F1","TRRAP"
"E2F2","BRD2"
"E2F2","RB1"
"E2F2","SP1"
"E2F2","YY1"
"E2F3","RB1"
"E2F3","YY1"
"E2F4","RB1"
"E2F5","TFDP1"
"E4F1","RB1"
"EBI3","MDFI"
"ECH1","CSTF2"
"ECH1","EEF1G"
"ECH1","HTT"
"ECH1","SERPINB9"
"ECSIT","SETDB1"
"ECSIT","SMURF1"
"ECT2","KLHL20"
"ECT2","PLK1"
"ECT2","RHOG"
"EDA","FURIN"
"EDA2R","FADD"
"EDA2R","TRAF3"
"EDAR","TRAF2"
"EDN1","COPS6"
"EDN1","ECE1"
"EDN3","CMA1"
"EDN3","KEL"
"EDNRA","GNAI2"
"EDNRB","CAV1"
"EDNRB","EDN1"
"EDNRB","EDN3"
"EDNRB","GNA13"
"EEA1","RAB5C"
"EEA1","STX12"
"EEA1","USO1"
"EED","HDAC2"
"EED","HDAC3"
"EED","UBE2W"
"EEF1A1","ANXA7"
"EEF1A1","BRMS1"
"EEF1A1","BTBD2"
"EEF1A1","CRCT1"
"EEF1A1","CSRP2"
"EEF1A1","DARS"
"EEF1A1","EXOSC4"
"EEF1A1","GADD45A"
"EEF1A1","GADD45G"
"EEF1A1","IMMT"
"EEF1A1","KCNE3"
"EEF1A1","MAD2L1BP"
"EEF1A1","MNAT1"
"EEF1A1","MRPL42"
"EEF1A1","RNF10"
"EEF1A1","RPLP1"
"EEF1A1","TAF9"
"EEF1A1","TMPRSS3"
"EEF1A1","TMSB4X"
"EEF1A1","TP53BP2"
"EEF1A1","TPT1"
"EEF1A1","YWHAG"
"EEF1B2","CSNK2A1"
"EEF1B2","CSNK2A2"
"EEF1B2","ULK2"
"EEF1D","ASCC2"
"EEF1D","CSNK2A1"
"EEF1D","CTBP1"
"EEF1D","CTBP2"
"EEF1D","TPT1"
"EEF1D","VARS"
"EEF1G","CCDC106"
"EEF1G","CCT7"
"EEF1G","CDK2AP2"
"EEF1G","CDK5RAP2"
"EEF1G","CRELD1"
"EEF1G","CSTF2"
"EEF1G","GADD45A"
"EEF1G","GSK3B"
"EEF1G","GSTO1"
"EEF1G","HARS"
"EEF1G","HDAC5"
"EEF1G","KARS"
"EEF1G","LZTS1"
"EEF1G","MED31"
"EEF1G","NADK"
"EEF1G","PDCD5"
"EEF1G","RGL2"
"EEF1G","SUMO2"
"EEF1G","TNNT1"
"EEF1G","YWHAG"
"EEF2K","MAPK11"
"EEF2K","MAPK14"
"EEF2K","MAPK9"
"EEF2K","MAPKAPK5"
"EEF2K","RPS6KA1"
"EFEMP2","ATXN1"
"EFEMP2","CCND3"
"EFEMP2","RHPN1"
"EFNA1","SUMO2"
"EFNB1","SRC"
"EFNB1","TIAM1"
"EFNB2","HOMER1"
"EFNB2","NCK2"
"EFNB2","RGS3"
"EFNB2","SDCBP"
"EFS","HCK"
"EFS","SORBS3"
"EFS","TRAPPC6A"
"EGF","DUSP3"
"EGF","EGFR"
"EGF","GRB2"
"EGF","NRG1"
"EGFR","ANXA1"
"EGFR","ATP1A1"
"EGFR","ATP1B1"
"EGFR","ATP5C1"
"EGFR","CALM1"
"EGFR","CALM2"
"EGFR","CAMK2A"
"EGFR","CAMK2G"
"EGFR","CASP1"
"EGFR","CLTCL1"
"EGFR","CRK"
"EGFR","CTNNB1"
"EGFR","EPS15"
"EGFR","FER"
"EGFR","GRB7"
"EGFR","HGS"
"EGFR","HIST3H3"
"EGFR","KRT18"
"EGFR","KRT8"
"EGFR","MAP2K1"
"EGFR","NCK2"
"EGFR","PKIA"
"EGFR","PRKACA"
"EGFR","PRKAR1A"
"EGFR","PRKCD"
"EGFR","PTPN1"
"EGFR","PTPN2"
"EGFR","RIPK1"
"EGFR","SCAMP1"
"EGFR","SH2D3A"
"EGFR","SOS1"
"EGFR","SRC"
"EGFR","TNK2"
"EGFR","UBB"
"EGFR","VAV1"
"EGFR","XRCC6"
"EGR1","NFATC2"
"EHD2","SLC2A4"
"EID1","EP300"
"EID1","RB1"
"EID1","TRIM27"
"EID2","EP300"
"EID2","HDAC1"
"EIF2AK1","CDC37"
"EIF2AK2","CASP7"
"EIF2AK2","FIBP"
"EIF2AK2","GIT2"
"EIF2AK2","HSPA1A"
"EIF2AK2","PPP1CA"
"EIF2AK2","PPP1CC"
"EIF2AK2","PPP2R5A"
"EIF2AK2","STRBP"
"EIF2B1","EIF2B2"
"EIF2B1","EIF2S1"
"EIF2B1","MRPL4"
"EIF2B2","CCT3"
"EIF2B2","EIF2B3"
"EIF2B5","CHMP2A"
"EIF2B5","CSNK2A2"
"EIF2S1","EIF2B3"
"EIF2S1","MELK"
"EIF2S2","CCDC90B"
"EIF2S2","CSNK2A1"
"EIF2S2","CSNK2B"
"EIF2S2","EIF4G2"
"EIF2S2","TLE1"
"EIF3B","EIF3G"
"EIF3B","EIF3J"
"EIF3D","EIF3L"
"EIF3E","COPS6"
"EIF3E","COPS8"
"EIF3E","EIF3L"
"EIF3E","EIF4ENIF1"
"EIF3E","HAP1"
"EIF3F","DKC1"
"EIF3G","EIF3H"
"EIF3G","GADD45G"
"EIF3H","CCDC85B"
"EIF3J","EIF3D"
"EIF3J","SIAH1"
"EIF3K","EIF3L"
"EIF4A2","EIF4G1"
"EIF4E2","EIF4ENIF1"
"EIF4EBP1","MAPK14"
"EIF4EBP1","MAPKAPK5"
"EIF4G1","UBE3A"
"EIF4G2","EIF4E"
"EIF4G3","EIF4E"
"EIF5","EIF4G1"
"EIF6","ENOX1"
"EIF6","FUNDC2"
"EIF6","GNB2L1"
"EIF6","OS9"
"EIF6","POLA2"
"EIF6","RPL6"
"EIF6","XRN2"
"ELAC2","CTBP1"
"ELAC2","RING1"
"ELAVL1","SET"
"ELF3","CREBBP"
"ELF3","EP300"
"ELF3","MED23"
"ELF4","RUNX1"
"ELF5","FRZB"
"ELK1","CEBPB"
"ELK1","EP300"
"ELK1","ID3"
"ELK1","PIAS2"
"ELK1","SRF"
"ELK3","CTBP1"
"ELK3","ID2"
"ELL","POLR2A"
"ELMO1","DOCK1"
"EMCN","OSGEP"
"EMD","AKAP8L"
"EMILIN1","NMI"
"ENAH","FAT1"
"ENAH","SPTA1"
"ENAH","ZYX"
"ENC1","RB1"
"ENG","ACVR2A"
"ENG","BMP7"
"ENG","INHBA"
"ENG","TGFB3"
"ENG","TGFBR2"
"ENO2","ENSA"
"ENO2","HABP4"
"ENO2","MAP4"
"ENO2","NAT9"
"ENO2","TUBA1A"
"ENOX1","ENOX2"
"ENOX2","MAGEA11"
"ENSA","ARIH2"
"EP300","CTBP1"
"EP300","CTBP2"
"EP300","KAT2A"
"EP300","NAP1L4"
"EP300","NUPR1"
"EP300","PCNA"
"EP300","RB1"
"EP300","SET"
"EP300","SS18L1"
"EP300","SUB1"
"EP300","TACC2"
"EP300","TRIP4"
"EP300","UBE2I"
"EP300","ZRANB2"
"EP400","TRRAP"
"EPAS1","ARNT"
"EPAS1","EP300"
"EPB41","EIF3G"
"EPB41","FKBP2"
"EPB41","GDI1"
"EPB41","GYPC"
"EPB41","PRKCB"
"EPB41","SPTAN1"
"EPB41","SPTB"
"EPB41","TUBA4A"
"EPB41","U2AF2"
"EPB41L1","GRIA4"
"EPB41L1","NUMA1"
"EPB41L1","YWHAQ"
"EPB41L1","YWHAZ"
"EPB41L2","PLCG2"
"EPB41L2","SPTAN1"
"EPB41L3","YWHAH"
"EPB42","EPB41"
"EPB49","ACTC1"
"EPB49","EPB42"
"EPB49","SPTB"
"EPHA1","EFNA1"
"EPHA2","EFNA1"
"EPHA2","EFNA3"
"EPHA2","EGFR"
"EPHA2","RASA1"
"EPHA2","SHC1"
"EPHA2","SLA"
"EPHA3","ADAM10"
"EPHA3","CRK"
"EPHA3","EFNA2"
"EPHA3","EFNB2"
"EPHA3","RUFY1"
"EPHA3","RUFY2"
"EPHA4","ARHGEF15"
"EPHA4","EFNB2"
"EPHA4","FGFR3"
"EPHA4","NGEF"
"EPHA5","EFNA1"
"EPHA7","EFNA4"
"EPHA8","PIK3CG"
"EPHB1","EFNB1"
"EPHB1","NCK1"
"EPHB1","PXN"
"EPHB2","ABL1"
"EPHB2","GRIN1"
"EPHB2","KALRN"
"EPHB2","PICK1"
"EPHB2","RRAS"
"EPHB2","SH2D3C"
"EPHB3","EFNB3"
"EPHB3","RASA1"
"EPHB4","EFNB2"
"EPHB6","CRK"
"EPHB6","CRKL"
"EPHB6","GRB2"
"EPHB6","HDHD2"
"EPN1","EPS15"
"EPN1","MED31"
"EPOR","CBL"
"EPOR","CRKL"
"EPOR","GAB1"
"EPOR","GNB2L1"
"EPOR","GRB2"
"EPOR","IRS2"
"EPOR","JAK2"
"EPOR","MAPK3"
"EPOR","MST1R"
"EPOR","PLCG1"
"EPOR","SH2B2"
"EPOR","SOCS2"
"EPOR","SOCS3"
"EPS15","HGS"
"EPS15","LAPTM5"
"EPS15","NEDD4"
"EPS15","RNF11"
"EPS15","STAMBP"
"EPS8","BAIAP2"
"EPS8","DVL1"
"EPS8","HOOK2"
"EPS8","MRPL20"
"ERBB2","CAV1"
"ERBB2","CTNNB1"
"ERBB2","EGFR"
"ERBB2","ERBB2IP"
"ERBB2","ERRFI1"
"ERBB2","GRB2"
"ERBB2","GRB7"
"ERBB2","HSP90AA1"
"ERBB2","HSP90B1"
"ERBB2","IL6ST"
"ERBB2","JUP"
"ERBB2","NF2"
"ERBB2","PAK1"
"ERBB2","PICK1"
"ERBB2","PIK3R1"
"ERBB2","PIK3R2"
"ERBB2","PLCG1"
"ERBB2","PTK2"
"ERBB2","PTPN18"
"ERBB2","SERPINA3"
"ERBB2","SHC1"
"ERBB2","SOS1"
"ERBB2IP","PKP4"
"ERBB3","CDK5"
"ERBB3","ERBB2"
"ERBB3","GRB7"
"ERBB3","PTGES3"
"ERBB3","PTK2"
"ERBB4","CD44"
"ERBB4","DLG1"
"ERCC3","GTF2E1"
"ERCC3","GTF2E2"
"ERCC3","GTF2H4"
"ERCC3","PSMC5"
"ERCC6","GTF2E2"
"ERCC8","ERCC6"
"ERCC8","GTF2H2"
"ERG","FLI1"
"ERH","MED31"
"ERN1","COPS5"
"ERN1","HSP90AA1"
"ERP29","PIK3CB"
"ERP29","UBQLN4"
"ESR1","BCAS2"
"ESR1","BRCA1"
"ESR1","CDK7"
"ESR1","CENPT"
"ESR1","COPS5"
"ESR1","DNTTIP2"
"ESR1","FOXO1"
"ESR1","FOXO4"
"ESR1","HEXIM1"
"ESR1","HNF4A"
"ESR1","JUND"
"ESR1","MAPK14"
"ESR1","MNAT1"
"ESR1","NCOA6"
"ESR1","NCOR2"
"ESR1","NR0B1"
"ESR1","NRIP1"
"ESR1","PNRC2"
"ESR1","PPARGC1A"
"ESR1","PRDM2"
"ESR1","RB1"
"ESR1","RBM39"
"ESR1","SAFB2"
"ESR1","SMAD3"
"ESR1","SP3"
"ESR1","THRA"
"ESR1","USF1"
"ESR1","ZBTB17"
"ESR2","DDX54"
"ESR2","MED1"
"ESR2","NR0B1"
"ESR2","PNRC2"
"ESR2","PPARGC1A"
"ESR2","PSMC5"
"ESR2","SMAD3"
"ESR2","SMARCE1"
"ESR2","SP1"
"ESR2","SREBF1"
"ESRRG","PPARGC1A"
"ESRRG","PROX1"
"ESRRG","PSMC5"
"ETF1","KEAP1"
"ETS1","CREBBP"
"ETS1","EP300"
"ETS1","ETS2"
"ETS1","FOS"
"ETS1","JUN"
"ETS1","NCOR1"
"ETS1","NFKB1"
"ETS1","RUNX2"
"ETS1","SP100"
"ETS2","CREBBP"
"ETS2","EP300"
"ETS2","JUN"
"ETS2","NCOR1"
"ETV1","ERG"
"ETV6","FLI1"
"ETV6","SIN3A"
"EVL","PFN2"
"EVPL","DSP"
"EWSR1","ACTL6A"
"EWSR1","BARD1"
"EWSR1","CXADR"
"EWSR1","HERPUD1"
"EWSR1","MYL6"
"EWSR1","PDHX"
"EWSR1","POLR2G"
"EWSR1","PRTFDC1"
"EWSR1","PRUNE2"
"EWSR1","RMND5B"
"EWSR1","RNF183"
"EWSR1","SF1"
"EWSR1","SNRPC"
"EWSR1","TRIM37"
"EWSR1","TULP2"
"EWSR1","USP7"
"EWSR1","WWP1"
"EWSR1","YWHAG"
"EXOC5","RALA"
"EXOC7","AKTIP"
"EXOC7","ARFGEF2"
"EXOC7","CCDC85B"
"EXOC7","IFT20"
"EXOC7","PLCB3"
"EXOC7","RALA"
"EXOC7","USHBP1"
"EXOC8","CCDC85B"
"EXOC8","KRT15"
"EXOSC10","C1D"
"EXOSC10","EIF3M"
"EXOSC10","MPHOSPH6"
"EXOSC10","MPP6"
"EXOSC10","SCRIB"
"EXOSC2","EXOSC8"
"EXOSC2","RNF8"
"EXOSC3","EXOSC8"
"EXOSC4","DIS3"
"EXOSC4","EXOSC1"
"EXOSC4","EXOSC2"
"EXOSC4","EXOSC3"
"EXOSC4","SKIV2L"
"EXOSC5","EXOSC8"
"EXOSC6","DCP1B"
"EXOSC6","DIS3"
"EXOSC6","EXOSC4"
"EXOSC6","EXOSC5"
"EXOSC6","EXOSC8"
"EXOSC6","MIF4GD"
"EXOSC6","MPP6"
"EXOSC6","UPF2"
"EXOSC6","ZFP36"
"EXOSC8","EXOSC5"
"EXOSC8","ZFP36"
"EXOSC9","EXOSC8"
"EYA2","RBPMS"
"EZH2","ATRX"
"EZH2","CCDC85B"
"EZH2","EED"
"EZH2","GTF3C1"
"EZH2","HDAC1"
"EZH2","PHF1"
"EZH2","WSB2"
"EZH2","ZAK"
"EZR","ACTC1"
"EZR","CDH1"
"EZR","CDK5"
"EZR","CTNNB1"
