"cause","effect"
"CRKL","PXN"
"CRKL","RAPGEF1"
"CRKL","SHC1"
"CRMP1","ANXA7"
"CRMP1","ARL15"
"CRMP1","BID"
"CRMP1","CCDC106"
"CRMP1","CCL18"
"CRMP1","CDK5RAP2"
"CRMP1","DDX18"
"CRMP1","EEF1D"
"CRMP1","EPN1"
"CRMP1","FXR1"
"CRMP1","HNRNPH1"
"CRMP1","HNRNPUL1"
"CRMP1","MCM3AP"
"CRMP1","NAT9"
"CRMP1","PAFAH1B3"
"CRMP1","RPA2"
"CRMP1","RPS6KA5"
"CRMP1","SNRPG"
"CRMP1","TK1"
"CRMP1","ZAK"
"CRX","RAX2"
"CRY1","MDFI"
"CRY1","PER2"
"CRY2","PER1"
"CRYAB","HSPB1"
"CRYM","C7orf25"
"CSAD","ANXA7"
"CSAD","CDKN1A"
"CSAD","RAP1B"
"CSAD","TK1"
"CSE1L","KPNA6"
"CSE1L","TMEM62"
"CSF1","TNF"
"CSF1R","CSF1"
"CSF1R","INPP5D"
"CSF1R","LYN"
"CSF1R","PIK3R1"
"CSF1R","PIK3R2"
"CSF1R","RASA1"
"CSF1R","SHC1"
"CSF1R","SOCS1"
"CSF1R","YES1"
"CSF2RA","CHUK"
"CSF2RA","IKBKB"
"CSF2RB","FES"
"CSF2RB","GNB2L1"
"CSF2RB","HCK"
"CSF2RB","KDR"
"CSF2RB","LYN"
"CSF2RB","SHC1"
"CSF2RB","SYK"
"CSF3R","CISH"
"CSF3R","FTH1"
"CSF3R","GRB2"
"CSF3R","INPP5D"
"CSF3R","JAK1"
"CSF3R","SHC1"
"CSK","GSN"
"CSK","HCK"
"CSK","HNRNPK"
"CSK","MAPK15"
"CSK","PTPN12"
"CSK","RB1"
"CSNK1A1","ACTB"
"CSNK1A1","CTNNB1"
"CSNK1A1","MDM4"
"CSNK1A1","RCC1"
"CSNK1A1","YWHAQ"
"CSNK1D","DVL3"
"CSNK1D","PER1"
"CSNK1D","PER2"
"CSNK1D","PER3"
"CSNK1E","PER1"
"CSNK1E","PER2"
"CSNK1E","PER3"
"CSNK1E","RBX1"
"CSNK1E","ZMYND8"
"CSNK1G2","C2orf44"
"CSNK2A1","AIP"
"CSNK2A1","BDP1"
"CSNK2A1","CDC37"
"CSNK2A1","CTDP1"
"CSNK2A1","DVL3"
"CSNK2A1","HNRNPA2B1"
"CSNK2A1","HNRNPC"
"CSNK2A1","NAP1L4"
"CSNK2A1","NCL"
"CSNK2A1","NOLC1"
"CSNK2A1","PIN4"
"CSNK2A1","RPL5"
"CSNK2A1","TOP1"
"CSNK2A2","CDC37"
"CSNK2A2","CLTB"
"CSNK2A2","CTDP1"
"CSNK2A2","ERH"
"CSNK2A2","FKBP3"
"CSNK2A2","GTF2A1"
"CSNK2A2","HNRNPC"
"CSNK2A2","IL16"
"CSNK2A2","PIN4"
"CSNK2A2","PPP1R8"
"CSNK2A2","SMURF1"
"CSNK2A2","TCOF1"
"CSNK2A2","XRCC1"
"CSNK2B","ABHD4"
"CSNK2B","ADD1"
"CSNK2B","ARAF"
"CSNK2B","BCCIP"
"CSNK2B","BID"
"CSNK2B","BTF3"
"CSNK2B","CDC34"
"CSNK2B","CHEK1"
"CSNK2B","CSNK2A1"
"CSNK2B","CTNNB1"
"CSNK2B","EIF2S2"
"CSNK2B","FAF1"
"CSNK2B","FIBP"
"CSNK2B","FKBP3"
"CSNK2B","GADD45GIP1"
"CSNK2B","GNB5"
"CSNK2B","LYST"
"CSNK2B","MTIF2"
"CSNK2B","NAP1L1"
"CSNK2B","NMT2"
"CSNK2B","NOLC1"
"CSNK2B","PIN1"
"CSNK2B","RFC1"
"CSNK2B","RNF126"
"CSNK2B","STAU1"
"CSNK2B","STK16"
"CSNK2B","SUMO2"
"CSNK2B","TCTEX1D2"
"CSNK2B","TLE1"
"CSNK2B","TOP2B"
"CSNK2B","USO1"
"CSNK2B","UTP14A"
"CSNK2B","WDR1"
"CSPG4","ATF7IP"
"CSRP2BP","CSRP2"
"CST3","PDPK1"
"CSTA","CTSL1"
"CSTB","CTSL1"
"CSTF2","CHD3"
"CSTF2","IKBKAP"
"CSTF2","SUB1"
"CSTF2","SYMPK"
"CTBP1","CBX4"
"CTBP1","CTBP2"
"CTBP1","EP300"
"CTBP1","HDAC2"
"CTBP1","RB1"
"CTBP1","RBBP5"
"CTBP1","SIN3A"
"CTBP2","EP300"
"CTCF","HMGB1"
"CTCF","POLR2A"
"CTDP1","ERH"
"CTDP1","GTF2F1"
"CTDP1","POLR2A"
"CTDP1","SNRNP70"
"CTDP1","TCEA1"
"CTDSP1","LDB1"
"CTGF","HSPG2"
"CTGF","NOV"
"CTLA4","PPP2R5A"
"CTNNA1","ACTN1"
"CTNNA1","CTNNB1"
"CTNNAL1","NEK1"
"CTNNB1","AXIN2"
"CTNNB1","BOC"
"CTNNB1","BTRC"
"CTNNB1","CBY1"
"CTNNB1","CCND1"
"CTNNB1","CDH3"
"CTNNB1","CDK5R1"
"CTNNB1","CDK6"
"CTNNB1","CHD8"
"CTNNB1","CSNK1D"
"CTNNB1","CSNK2A1"
"CTNNB1","DSC3"
"CTNNB1","DVL1"
"CTNNB1","PIN1"
"CTNNB1","PTPN14"
"CTNNB1","RUVBL1"
"CTNNB1","RUVBL2"
"CTNNB1","TBL1X"
"CTNNB1","TRIP10"
"CTNNB1","ZFYVE9"
"CTNNBIP1","CTNNB1"
"CTNND2","PSEN2"
"CTNND2","TTR"
"CTSB","ANXA7"
"CTSB","CST3"
"CTSB","CSTB"
"CTSB","CTSD"
"CTSB","IGF1"
"CTSB","MARCKS"
"CTSB","SLPI"
"CTSB","SPHK1"
"CTSC","CTSL1"
"CTSD","CST3"
"CTSD","CSTB"
"CTSD","CTSB"
"CTSD","PSAP"
"CTSG","CXCL12"
"CTSG","THBS1"
"CTSK","FGFR3"
"CTSK","SERPINB13"
"CTSK","SPARC"
"CTSL1","EED"
"CTSS","CST3"
"CTSS","SLPI"
"CTTN","CTNND2"
"CTTN","HAX1"
"CUBN","LRP2"
"CUL1","CAND1"
"CUL1","CDC34"
"CUL2","CAND1"
"CUL3","CAND1"
"CUL4A","CAND1"
"CUL4A","RBX1"
"CUL5","COPS2"
"CUL5","COPS4"
"CUL5","COPS5"
"CUL5","COPS7A"
"CUL5","RBX1"
"CUTC","NIF3L1"
"CXCL10","IGFBP7"
"CXCL10","VCAN"
"CXCL12","FN1"
"CXCL13","CCL21"
"CXCR3","PF4"
"CXCR4","ARRB2"
"CXCR4","CD4"
"CXCR4","CXCL12"
"CXCR4","JAK1"
"CXCR4","PTK2"
"CXCR4","PTPRC"
"CXCR4","SOCS3"
"CXCR4","VAV1"
"CXCR5","CXCL13"
"CYBA","NCF4"
"CYBB","NCF4"
"CYCS","SAFB"
"CYTH1","ARFRP1"
"CYTH2","ARFGAP1"
"CYTH2","ARRB1"
"CYTH2","CCDC120"
"CYTH2","MAPK6"
"CYTH2","PRKCG"
"CYTH2","SOS1"
"CYTH2","TRIM23"
"DAB1","APLP1"
"DAB1","APLP2"
"DAB1","APP"
"DAB1","CDK5"
"DAB1","CRKL"
"DAB1","ITGB3"
"DAB1","PAFAH1B1"
"DAB1","PLCG1"
"DAB1","RELN"
"DAB2","AP2M1"
"DAB2","DIP2A"
"DAB2","DVL3"
"DAB2","SH3KBP1"
"DAB2IP","PLCB3"
"DACH1","SIN3A"
"DAG1","SHC1"
"DAG1","SRC"
"DAG1","WWP1"
"DAG1","WWP2"
"DALRD3","TK1"
"DAP3","HSP90AA1"
"DAPK1","MAPK3"
"DAPK1","STX1A"
"DAPK3","AATF"
"DAPK3","CDKN1A"
"DARC","CXCL1"
"DARS","PIK3R3"
"DAXX","HDAC2"
"DAXX","HDAC3"
"DAXX","SUMO1"
"DAZAP2","AATF"
"DAZAP2","CCDC120"
"DAZAP2","CDK4"
"DAZAP2","DCUN1D1"
"DAZAP2","LMO2"
"DAZAP2","NEDD4"
"DAZAP2","TLE1"
"DBF4","CDC7"
"DBF4","MCM2"
"DBF4","MCM3"
"DBI","MAP1LC3B"
"DBP","TEF"
"DCK","MED19"
"DCN","COL2A1"
"DCN","COL4A1"
"DCN","COL4A5"
"DCN","EGFR"
"DCN","FBN1"
"DCN","FLNA"
"DCN","FN1"
"DCN","THBS1"
"DCN","TNF"
"DCP1A","YWHAG"
"DCTD","NIF3L1"
"DCTN1","APEX1"
"DCTN1","CDC37"
"DCTN1","DCTN3"
"DCTN1","HAP1"
"DCTN2","GOLM1"
"DCTN2","MAPK6"
"DCTPP1","NIF3L1"
"DCX","CDK5"
"DDAH2","CDC73"
"DDB1","CUL4A"
"DDIT3","CEBPG"
"DDIT3","CREB3"
"DDR1","COL3A1"
"DDR1","RGS2"
"DDR2","COL1A1"
"DDR2","COL3A1"
"DDR2","SHC1"
"DDR2","SRC"
"DDX1","CSTF2"
"DDX17","SF1"
"DDX17","SORBS3"
"DDX18","INADL"
"DDX20","HDAC2"
"DDX24","HSP90AB1"
"DDX24","PAFAH1B3"
"DDX24","TPI1"
"DDX5","DDX17"
"DDX5","IKBKB"
"DEAF1","CDKN1A"
"DEDD","DEDD2"
"DEDD","GTF3C1"
"DEK","AP2A1"
"DES","PKD1"
"DFFA","YWHAG"
"DFNB31","CASK"
"DFNB31","MYO15A"
"DGCR2","SMURF2"
"DGKD","HAX1"
"DGKZ","MAPK6"
"DGKZ","RB1"
"DGKZ","RBL1"
"DGKZ","RBL2"
"DHFR","FKBP1A"
"DHFR","HSPD1"
"DHFR","TOMM20"
"DHX9","DDX20"
"DHX9","GTF2B"
"DHX9","PCNA"
"DHX9","POLR2A"
"DIABLO","HTRA2"
"DIABLO","UFM1"
"DIABLO","XIAP"
"DIAPH1","PKD2"
"DIAPH2","NCKIPSD"
"DIS3","EXOSC5"
"DIS3","EXOSC8"
"DIS3","EXOSC9"
"DIS3L2","COPS6"
"DISC1","PCNT"
"DISC1","YWHAG"
"DKC1","MAPK6"
"DLEU1","MED31"
"DLEU1","PSMA1"
"DLG1","ATP2B4"
"DLG1","BEGAIN"
"DLG1","CALM2"
"DLG1","CAMK2A"
"DLG1","GDA"
"DLG1","GNG13"
"DLG1","GRIA1"
"DLG1","GRIK2"
"DLG1","GUCY1A2"
"DLG1","KCNA1"
"DLG1","KCNA3"
"DLG1","KCNA4"
"DLG1","KIF13B"
"DLG1","LRP2"
"DLG1","LRRC1"
"DLG1","MAP1A"
"DLG1","MAPK12"
"DLG1","MYO6"
"DLG1","SCN4A"
"DLG1","SEMA4C"
"DLG1","TANC1"
"DLG2","ATP2B4"
"DLG2","CACNG2"
"DLG2","CRIPT"
"DLG2","DLGAP1"
"DLG2","ERBB4"
"DLG2","GLS2"
"DLG2","GRIN1"
"DLG2","GRIN2D"
"DLG2","KCNJ4"
"DLG2","LIN7A"
"DLG2","LRP2"
"DLG2","SEMA4C"
"DLG3","ATP2B4"
"DLG3","CALM1"
"DLG3","EXOC4"
"DLG3","KIF1B"
"DLG3","LIN7A"
"DLG3","MAPK12"
"DLG3","PTK2B"
"DLG3","SYNGAP1"
"DLG4","AKAP5"
"DLG4","ATP2B2"
"DLG4","ATP2B4"
"DLG4","ERBB2"
"DLG4","GNG13"
"DLG4","KCNJ10"
"DLG4","KCNJ2"
"DLG4","KCNJ4"
"DLG4","LRP1"
"DLG4","LRRC1"
"DLG4","MAP1A"
"DLG4","PRKCA"
"DLG4","SIPA1L1"
"DLG4","SYNGAP1"
"DLG5","BTBD10"
"DLGAP1","GRIN2A"
"DLGAP2","DLG4"
"DLGAP4","GRIN2D"
"DLGAP4","PPP1R1B"
"DLGAP4","SYNGAP1"
"DLGAP5","BTRC"
"DLGAP5","TRIM37"
"DLK1","IRAK1"
"DLL1","MAGI2"
"DLL1","NOTCH1"
"DLL1","PSEN1"
"DLL4","NOTCH1"
"DLST","ARIH2"
"DLST","FLII"
"DLX5","SPEN"
"DMAP1","HDAC2"
"DMAP1","ING1"
"DMD","DGKZ"
"DMD","DTNA"
"DMD","KRT19"
"DMD","UTRN"
"DMPK","ANXA7"
"DNAJA3","ATXN1"
"DNAJA3","RAD51"
"DNAJA3","TRAF1"
"DNAJB1","HSPA1A"
"DNAJB1","HSPA8"
"DNAJB1","PTGES3"
"DNAJB11","CEP70"
"DNAJB11","EIF3D"
"DNAJB9","TCERG1"
"DNAJC1","HSPA8"
"DNAJC1","SERPINA3"
"DNAJC14","LYST"
"DNAJC3","DNAJB1"
"DNAJC3","EIF2AK3"
"DNAJC3","HSPA1A"
"DNAJC7","RAD1"
"DNAJC7","SMURF1"
"DNALI1","HTT"
"DNASE1","ACTB"
"DNM1","BIN1"
"DNM2","ATXN3"
"DNM2","CCDC90B"
"DNM2","CCT7"
"DNM2","DNM1"
"DNM2","DOCK8"
"DNM2","EIF3L"
"DNM2","EPS15"
"DNM2","HMGB1"
"DNM2","LENG8"
"DNM2","MPHOSPH6"
"DNM2","MPP6"
"DNM2","NAP1L1"
"DNM2","RPS2"
"DNM2","RYR2"
"DNM2","SAP30"
"DNM2","SH3GLB1"
"DNM2","SNX9"
"DNM2","SPRY2"
"DNM2","ZFAND6"
"DNM3","DYNLL1"
"DNMT1","CBX1"
"DNMT1","DAXX"
"DNMT1","DNMT3B"
"DNMT1","HDAC1"
"DNMT1","HMGB1"
"DNMT1","RB1"
"DNMT1","SUV39H1"
"DNMT1","TRIM27"
"DNMT3A","SUV39H1"
"DNMT3B","HDAC1"
"DNMT3B","HDAC2"
"DNMT3B","NCAPG"
"DNPEP","ADAMTSL4"
"DNPEP","MDFI"
"DNTTIP2","PCNA"
"DOCK2","CRKL"
"DOCK2","VAV1"
"DOCK7","ANXA7"
"DOCK7","BCL2L1"
"DOCK7","RPP14"
"DOCK7","TK1"
"DOK1","CRKL"
"DOK1","FES"
"DOK1","FYN"
"DOK1","HCK"
"DOK1","LCK"
"DOK1","LYN"
"DOK1","MAP4K4"
"DOK2","EGFR"
"DOK2","LCK"
"DOK2","RASA1"
"DOK4","RASA1"
"DOK5","CCDC85B"
"DOM3Z","EXOSC4"
"DOM3Z","UPF1"
"DOM3Z","XRN1"
"DPYSL2","TUBB"
"DPYSL4","SH3GL2"
"DRAP1","DR1"
"DRAP1","FOXH1"
"DRAP1","TAF9"
"DRAP1","ZEB1"
"DRD1","DNAJC14"
"DRD2","CADPS"
"DRD2","CADPS2"
"DRD2","GIPC1"
"DRD2","GNAI2"
"DRD2","GNAI3"
"DRD2","GNAZ"
"DRD2","KCNJ9"
"DRD2","NSF"
"DRD3","EPB41L2"
"DRD3","GIPC1"
"DRD3","GNAI1"
"DRD4","GABRA1"
"DRD4","KCNJ9"
"DRD4","NCK1"
"DRD5","GNA13"
"DRD5","GNAZ"
"DSN1","CBX3"
"DSN1","PMF1"
"DST","COL17A1"
"DST","ERBB2IP"
"DST","PRKD2"
"DTNBP1","CCND3"
"DTX1","EP300"
"DTX2","NCALD"
"DTX2","NOTCH1"
"DTX3L","UBE2D1"
"DUSP10","MAPK10"
"DUSP10","MAPK11"
"DUSP10","MAPK14"
"DUSP13","CCDC85B"
"DUSP16","MAPK9"
"DUSP23","C10orf137"
"DUSP23","DBN1"
"DUSP23","EED"
"DUSP23","KBTBD7"
"DUSP23","TMOD3"
"DUSP3","MAPK1"
"DUSP4","MAPK3"
"DUSP4","MAPK8"
"DUSP9","MAPK3"
"DVL1","ANXA7"
"DVL1","BRD7"
"DVL1","CSNK1D"
"DVL1","CSNK1E"
"DVL1","DVL3"
"DVL2","AP2M1"
"DVL2","ATN1"
"DVL2","BAHD1"
"DVL2","CSNK1E"
"DVL2","MCRS1"
"DVL2","PCBD1"
"DVL2","POLI"
"DVL2","PRPF3"
"DVL2","RBPMS"
"DVL2","RNPS1"
"DVL2","SNIP1"
"DVL2","SORBS3"
"DVL2","U2AF2"
"DVL2","USP5"
"DVL3","CSNK1D"
"DVL3","CSNK1E"
"DVL3","KLHL12"
"DVL3","PRPF3"
"DVL3","RPS10"
"DYNC1H1","FAM46A"
"DYNC1H1","YWHAG"
"DYNC1I2","DCTN1"
"DYNLL1","DNAJB9"
"DYNLL1","LDHA"
"DYNLL1","MARK3"
"DYNLL1","POLH"
"DYNLL1","TUBA3C"
"DYNLL2","EWSR1"
"DYNLT1","AP3B1"
"DYNLT1","DVL1"
"DYNLT1","DVL2"
"DYNLT3","VDAC1"
"DYRK1B","MAPK14"
"E2F1","ARID3A"
"E2F1","CCNA2"
"E2F1","CDK7"
"E2F1","CEBPE"
"E2F1","RB1"
"E2F1","SP4"
"E2F1","TFDP1"
"E2F1","TP53BP1"
"E2F2","BRD2"
"E2F2","TFDP1"
"E2F2","YY1"
"E2F3","RB1"
"E2F3","RYBP"
"E2F3","SP1"
"E2F3","TFDP2"
"E2F3","YY1"
"E2F4","RBL2"
"E2F4","TFDP1"
"E2F4","TFDP2"
"E2F5","TFDP1"
"E2F6","RING1"
"E4F1","RB1"
"EAPP","UBE3A"
"ECH1","CSTF2"
"ECH1","EEF1G"
"ECT2","PLK1"
"ECT2","RHOG"
"EDA2R","CASP8"
"EDA2R","FADD"
"EDA2R","TRAF3"
"EDAR","TRAF2"
"EDN1","ECE1"
"EDN1","KEL"
"EDN3","CMA1"
"EDNRB","CAV1"
"EDNRB","EDN1"
"EDNRB","GNA13"
"EDNRB","GRK6"
"EDNRB","NOS3"
"EEA1","RAB5C"
"EEA1","USO1"
"EED","FHL1"
"EED","HDAC2"
"EED","HDAC3"
"EEF1A1","ANXA7"
"EEF1A1","APLP1"
"EEF1A1","BRMS1"
"EEF1A1","COX17"
"EEF1A1","CRCT1"
"EEF1A1","CSRP2"
"EEF1A1","DARS"
"EEF1A1","EXOSC4"
"EEF1A1","GADD45A"
"EEF1A1","GADD45G"
"EEF1A1","LAMA4"
"EEF1A1","MAD2L1BP"
"EEF1A1","MNAT1"
"EEF1A1","PAFAH1B3"
"EEF1A1","POLE2"
"EEF1A1","RFC5"
"EEF1A1","RNF10"
"EEF1A1","RPLP1"
"EEF1A1","TMPRSS3"
"EEF1A1","TMSB4X"
"EEF1A1","TPT1"
"EEF1A1","WARS"
"EEF1A1","YWHAG"
"EEF1A1","ZNF259"
"EEF1B2","CSNK2A2"
"EEF1B2","ULK2"
"EEF1D","CTBP1"
"EEF1D","CTBP2"
"EEF1D","TPT1"
"EEF1G","AKT1"
"EEF1G","C1orf174"
"EEF1G","CCDC106"
"EEF1G","CCT7"
"EEF1G","CRELD1"
"EEF1G","CSTF2"
"EEF1G","ENOX1"
"EEF1G","FEN1"
"EEF1G","GADD45A"
"EEF1G","GADD45G"
"EEF1G","GSTO1"
"EEF1G","HARS"
"EEF1G","HDAC5"
"EEF1G","ILF2"
"EEF1G","KARS"
"EEF1G","NADK"
"EEF1G","RGL2"
"EEF1G","TNNT1"
"EEF1G","YWHAG"
"EEF2K","MAPK14"
"EEF2K","MAPK9"
"EEF2K","RPS6KA1"
"EFEMP2","ATXN1"
"EFEMP2","CCND3"
"EFEMP2","PLSCR4"
"EFEMP2","SGTB"
"EFNA1","ADAM10"
"EFNA1","PPBP"
"EFNA2","ADAM10"
"EFNB1","SORBS1"
"EFNB1","SRC"
"EFNB2","HOMER1"
"EFNB2","NCK2"
"EFNB2","RGS3"
"EFNB2","SDCBP"
"EFNB2","SRC"
"EFS","HCK"
"EFS","SORBS3"
"EGF","GRB2"
"EGFR","ANXA1"
"EGFR","ATP1B1"
"EGFR","ATP5C1"
"EGFR","CALM1"
"EGFR","CALM2"
"EGFR","CALM3"
"EGFR","CAMK2A"
"EGFR","CAMK2G"
"EGFR","CASP1"
"EGFR","CBLB"
"EGFR","CRK"
"EGFR","EPS15"
"EGFR","EPS8"
"EGFR","ERRFI1"
"EGFR","GRB7"
"EGFR","HGS"
"EGFR","MAP2K1"
"EGFR","MAP3K14"
"EGFR","PITPNA"
"EGFR","PKIA"
"EGFR","PLD1"
"EGFR","PRKACA"
"EGFR","PRKAR1A"
"EGFR","PRKD1"
"EGFR","PTK2"
"EGFR","PTPN1"
"EGFR","PTPN2"
"EGFR","RIPK1"
"EGFR","SCAMP1"
"EGFR","SH2D3A"
"EGFR","SNRPD2"
"EGFR","SOS1"
"EGFR","TNK2"
"EGFR","UBB"
"EGFR","VAV1"
"EGFR","ZNF259"
"EGR1","NAB2"
"EHD2","SLC2A4"
"EID1","EP300"
"EID1","RB1"
"EID1","TRIM27"
"EID2","EP300"
"EID2","HDAC1"
"EIF2AK1","CDC37"
"EIF2AK2","CASP7"
"EIF2AK2","GIT2"
"EIF2AK2","HSPA1A"
"EIF2AK2","NPM1"
"EIF2AK2","PPP1CC"
"EIF2AK2","PPP2R5A"
"EIF2AK2","PRKRA"
"EIF2AK2","PTGES3"
"EIF2AK2","STRBP"
"EIF2B1","EIF2S2"
"EIF2B2","CCT3"
"EIF2B2","EIF2B3"
"EIF2B3","GOLM1"
"EIF2B5","CHMP2A"
"EIF2B5","GSK3A"
"EIF2S1","EIF2B3"
"EIF2S1","MELK"
"EIF2S2","CCDC90B"
"EIF2S2","CSNK2B"
"EIF2S2","EIF2B3"
"EIF2S2","EIF2S1"
"EIF2S2","EIF4G2"
"EIF2S2","TLE1"
"EIF3B","EIF3G"
"EIF3B","EIF3I"
"EIF3B","EIF3J"
"EIF3C","EIF3K"
"EIF3D","EIF3L"
"EIF3E","COPS7B"
"EIF3E","COPS8"
"EIF3E","EIF3L"
"EIF3E","EIF4ENIF1"
"EIF3E","HAP1"
"EIF3G","EIF3H"
"EIF3G","EIF3K"
"EIF3G","TK1"
"EIF3H","EIF3K"
"EIF3J","EIF3D"
"EIF3J","SIAH1"
"EIF3K","EIF3L"
"EIF3M","EIF3F"
"EIF4A2","EIF4G1"
"EIF4EBP1","CSNK2A2"
"EIF4EBP1","MAPK14"
"EIF4EBP1","MAPKAPK5"
"EIF4EBP1","MVD"
"EIF4G1","UBE3A"
"EIF4G3","EIF4E"
"EIF5","EIF4G1"
"EIF6","CRELD1"
"EIF6","CSNK2B"
"EIF6","ENOX1"
"EIF6","GNB2L1"
"EIF6","HIP1"
"EIF6","OS9"
"EIF6","PDHA1"
"EIF6","POLA2"
"EIF6","PRKCB"
"EIF6","TK1"
"ELAC2","RING1"
"ELF3","CREBBP"
"ELF3","EP300"
"ELF3","JUN"
"ELF3","MYC"
"ELK1","CEBPB"
"ELK1","ID2"
"ELK1","PIAS2"
"ELK1","SRF"
"ELK3","CTBP1"
"ELK3","ID2"
"ELL","POLR2A"
"ELL","TFPT"
"ELMO1","DOCK1"
"EMCN","OSGEP"
"EMD","COPS6"
"EMILIN1","NMI"
"EML4","ARIH2"
"ENAH","FAT1"
"ENAH","FYB"
"ENAH","GPHN"
"ENC1","RB1"
"ENG","ACVR1"
"ENG","BMP7"
"ENG","INHBA"
"ENG","TGFB2"
"ENG","TGFBR2"
"ENO2","ENSA"
"ENO2","HABP4"
"ENO2","HK1"
"ENO2","NAT9"
"ENSA","ARIH2"
"EP300","CHD4"
"EP300","CTBP1"
"EP300","CTBP2"
"EP300","KAT2A"
"EP300","NUPR1"
"EP300","SET"
"EP300","SNIP1"
"EP300","SS18"
"EP300","SS18L1"
"EP300","SUB1"
"EP300","TACC2"
"EP300","TRIP4"
"EP300","UBE2I"
"EP400","TRRAP"
"EPAS1","ARNT"
"EPAS1","EP300"
"EPB41","EIF3G"
"EPB41","FKBP2"
"EPB41","GDI1"
"EPB41","GYPC"
"EPB41","KHDRBS1"
"EPB41","NUMA1"
"EPB41","PRKCB"
"EPB41","SPTB"
"EPB41L1","GRIA4"
"EPB41L1","NUMA1"
"EPB41L1","YWHAQ"
"EPB41L2","FKBP2"
"EPB41L2","NUMA1"
"EPB41L2","PLCG2"
"EPB41L2","SPTAN1"
"EPB41L3","YWHAG"
"EPB41L3","YWHAH"
"EPB41L3","YWHAQ"
"EPB42","EPB41"
"EPB49","EPB42"
"EPB49","PTOV1"
"EPB49","SPTB"
"EPHA1","EFNA1"
"EPHA1","SMURF2"
"EPHA2","CDH5"
"EPHA2","EFNA1"
"EPHA2","EFNA3"
"EPHA2","EGFR"
"EPHA2","RASA1"
"EPHA2","SHC1"
"EPHA2","TIAM1"
"EPHA3","EFNA2"
"EPHA3","EFNB2"
"EPHA3","RUFY1"
"EPHA4","ARHGEF15"
"EPHA4","EFNB2"
"EPHA4","FYN"
"EPHA8","FYN"
"EPHA8","PIK3CG"
"EPHB1","NCK1"
"EPHB2","ABL1"
"EPHB2","ARHGEF6"
"EPHB2","KALRN"
"EPHB2","PTK2"
"EPHB2","RRAS"
"EPHB2","VAV2"
"EPHB3","FYN"
"EPHB3","RASA1"
"EPHB4","EFNB2"
"EPHB6","CRK"
"EPHB6","CRKL"
"EPHB6","GRB2"
"EPHB6","HDHD2"
"EPN1","EPS15"
"EPN1","MED31"
"EPOR","CBL"
"EPOR","GAB1"
"EPOR","GRB2"
"EPOR","IRS2"
"EPOR","MAPK3"
"EPOR","SOCS3"
"EPRS","ARL4D"
"EPS15","HGS"
"EPS15","LAPTM5"
"EPS15","NEDD4"
"EPS15","STAMBP"
"EPS8","BAIAP2"
"EPS8","C8orf33"
"EPS8","DNALI1"
"EPS8","DVL1"
"EPS8","HOOK2"
"EPS8","MRPL20"
"ERBB2","CAV1"
"ERBB2","CTNNB1"
"ERBB2","EGF"
"ERBB2","ERBB2IP"
"ERBB2","GRB2"
"ERBB2","GRB7"
"ERBB2","HSP90AA1"
"ERBB2","HSP90B1"
"ERBB2","IL6ST"
"ERBB2","JUP"
"ERBB2","PAK1"
"ERBB2","PICK1"
"ERBB2","PIK3R2"
"ERBB2","PLCG1"
"ERBB2","PTK2"
"ERBB2","PTK2B"
"ERBB2","PTPN18"
"ERBB2","SHC1"
"ERBB2","SRC"
"ERBB2","TOB1"
"ERBB2","UBB"
"ERBB2IP","PKP4"
"ERBB3","CDK5"
"ERBB3","EGFR"
"ERBB3","ERBB2"
"ERBB3","GRB2"
"ERBB3","GRB7"
"ERBB3","IL6ST"
"ERBB3","ODF2L"
"ERBB3","PA2G4"
"ERBB3","PTGES3"
"ERBB3","PTK2"
"ERBB3","PTK6"
"ERBB3","SHC1"
"ERBB4","ADAM17"
"ERBB4","TGFA"
"ERCC2","ERCC3"
"ERCC3","GTF2E1"
"ERCC3","GTF2H4"
"ERCC3","PSMC5"
"ERCC6","GTF2E2"
"ERCC8","ERCC6"
"ERCC8","GTF2H2"
"ERG","FLI1"
"ERN1","COPS5"
"ERP27","UBQLN4"
"ERP29","PIK3CB"
"ESR1","BCAS2"
"ESR1","BRCA1"
"ESR1","CCNT1"
"ESR1","CDK7"
"ESR1","CENPT"
"ESR1","COPS5"
"ESR1","DNTTIP2"
"ESR1","FOXO1"
"ESR1","GADD45B"
"ESR1","HNF4A"
"ESR1","JUND"
"ESR1","MAPK14"
"ESR1","MED1"
"ESR1","MED24"
"ESR1","MNAT1"
"ESR1","MPG"
"ESR1","NCOA1"
"ESR1","NCOR2"
"ESR1","NFKB1"
"ESR1","NR0B1"
"ESR1","NR2C1"
"ESR1","PELP1"
"ESR1","PNRC2"
"ESR1","POU4F1"
"ESR1","POU4F2"
"ESR1","PPARGC1A"
"ESR1","RARA"
"ESR1","RB1"
"ESR1","SMAD3"
"ESR1","SREBF1"
"ESR1","TP53"
"ESR1","TRIP4"
"ESR1","USF1"
"ESR1","ZBTB17"
"ESR2","DDX54"
"ESR2","NR0B1"
"ESR2","NR0B2"
"ESR2","SP1"
"ESR2","SREBF1"
"ESR2","ZBTB17"
"ESRRG","PSMC5"
"ETF1","KEAP1"
"ETS1","CREBBP"
"ETS1","ETS2"
"ETS1","FOS"
"ETS1","JUN"
"ETS1","MAF"
"ETS1","NFKB1"
"ETS1","PAX5"
"ETS1","SMAD3"
"ETS1","SP100"
"ETS2","CREBBP"
"ETS2","GATA3"
